query,scan_bytes,latency_ms
SELECT COUNT(*) FROM events WHERE month = 'Feb',9351043,107
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",7654925,88
SELECT * FROM users WHERE id = 31264,905949,23
SELECT * FROM users WHERE id = 43234,1129031,21
SELECT * FROM orders WHERE total > 67644,5505881,69
SELECT COUNT(*) FROM events WHERE month = 'Feb',11473109,125
SELECT * FROM users WHERE id = 29301,1024249,22
SELECT * FROM orders WHERE total > 91168,4375252,57
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2384991,32
SELECT * FROM users WHERE id = 94330,1162844,22
SELECT * FROM users WHERE id = 9752,899000,9
SELECT * FROM users WHERE id = 11596,945705,19
SELECT * FROM users WHERE id = 80777,804480,15
SELECT * FROM orders WHERE total > 49640,5611295,56
SELECT * FROM orders WHERE total > 21753,5153056,48
SELECT * FROM products WHERE category = 'electronics',2450768,27
SELECT * FROM users WHERE id = 70778,883612,18
SELECT * FROM products WHERE category = 'books',1655303,27
SELECT * FROM users WHERE id = 58966,985686,17
SELECT COUNT(*) FROM events WHERE month = 'Mar',10109579,113
SELECT * FROM sessions WHERE duration > 69724,3943373,39
SELECT * FROM orders WHERE total > 16033,4998981,55
"SELECT * FROM users WHERE id IN (154, 647, 28, 730)",1214555,14
SELECT COUNT(*) FROM events WHERE month = 'May',11904270,120
SELECT * FROM users WHERE id = 69449,981412,22
"SELECT * FROM users WHERE id IN (811, 826, 898, 966, 671)",1210999,23
SELECT * FROM users WHERE id = 30185,1022120,24
SELECT * FROM users WHERE id = 17922,882711,12
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",9229322,89
SELECT * FROM users WHERE id = 35562,843081,18
SELECT * FROM orders WHERE total > 78093,4896997,57
"SELECT * FROM users WHERE id IN (454, 379, 474)",1025750,6
SELECT COUNT(*) FROM events WHERE month = 'Feb',9559620,106
SELECT COUNT(*) FROM events WHERE month = 'May',9835936,101
SELECT COUNT(*) FROM events WHERE month = 'May',9924196,97
SELECT * FROM users WHERE id = 97625,937913,13
SELECT * FROM users WHERE id = 43089,1194383,26
SELECT COUNT(*) FROM events WHERE month = 'Mar',9196991,103
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3343386,41
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2784624,32
SELECT * FROM users WHERE id = 22579,1117685,9
SELECT * FROM products WHERE category = 'books',2319375,31
SELECT COUNT(*) FROM events WHERE month = 'May',10312141,117
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",9514777,110
SELECT * FROM orders WHERE total > 22052,4178271,40
SELECT * FROM users WHERE id = 73330,1117000,22
SELECT * FROM users WHERE id = 49500,976518,19
SELECT COUNT(*) FROM events WHERE month = 'Feb',9418404,97
SELECT COUNT(*) FROM events WHERE month = 'Mar',11600720,130
SELECT * FROM orders WHERE total > 68477,4963237,56
SELECT * FROM users WHERE id = 59072,1067041,23
SELECT * FROM users WHERE id = 44035,883042,16
SELECT * FROM users WHERE id = 27631,1082912,5
SELECT * FROM orders WHERE total > 12494,5972464,54
SELECT * FROM orders WHERE total > 69098,5630309,63
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2786506,41
SELECT * FROM users WHERE id = 49334,813085,22
SELECT COUNT(*) FROM events WHERE month = 'Feb',9517936,110
"SELECT * FROM users WHERE id IN (675, 72, 774, 741)",1287764,19
SELECT * FROM users WHERE id = 68890,1001314,15
"SELECT * FROM users WHERE id IN (180, 418, 415, 329, 624)",1075593,23
SELECT * FROM orders WHERE total > 35195,4097910,42
SELECT * FROM users WHERE id = 64598,838373,12
SELECT * FROM users WHERE id = 77559,917995,16
SELECT * FROM orders WHERE total > 94099,4519540,45
SELECT * FROM users WHERE id = 3094,831145,14
SELECT * FROM users WHERE id = 78969,1059883,12
SELECT COUNT(*) FROM events WHERE month = 'Feb',11859474,116
SELECT * FROM users WHERE id = 23414,1161748,9
SELECT * FROM users WHERE id IN (33),1354405,25
SELECT * FROM users WHERE id = 96238,1009841,8
"SELECT * FROM users WHERE id IN (132, 909)",1366622,10
SELECT COUNT(*) FROM events WHERE month = 'Feb',10330156,113
SELECT COUNT(*) FROM events WHERE month = 'Feb',9336679,97
SELECT * FROM users WHERE id = 31407,1060129,21
SELECT COUNT(*) FROM events WHERE month = 'Apr',11939765,124
SELECT * FROM users WHERE id = 5785,996168,15
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9461211,108
SELECT * FROM users WHERE id = 9928,954142,11
SELECT COUNT(*) FROM events WHERE month = 'May',11314214,120
SELECT * FROM orders WHERE total > 39669,5637694,61
SELECT * FROM users WHERE id = 40877,815030,5
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",8328479,93
SELECT * FROM orders WHERE total > 22730,5717968,69
SELECT * FROM users WHERE id = 44898,1064033,16
SELECT * FROM orders WHERE total > 26594,4427661,40
"SELECT * FROM users WHERE id IN (840, 872)",1017099,10
SELECT COUNT(*) FROM events WHERE month = 'May',9637325,100
"SELECT * FROM users WHERE id IN (460, 680, 958, 566, 299)",1459810,14
SELECT * FROM users WHERE id = 90492,1041878,24
SELECT * FROM orders WHERE total > 26642,4196414,43
SELECT * FROM users WHERE id = 65768,1018944,9
"SELECT * FROM users WHERE id IN (918, 793, 578, 587)",1406852,14
SELECT COUNT(*) FROM events WHERE month = 'Jan',9996404,101
SELECT COUNT(*) FROM events WHERE month = 'Jun',10228879,115
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",9515394,99
SELECT * FROM users WHERE id = 13796,1088128,8
SELECT * FROM users WHERE id = 55568,1171966,20
SELECT * FROM orders WHERE total > 49035,4149109,55
SELECT * FROM orders WHERE total > 33935,5705918,57
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3562320,40
SELECT COUNT(*) FROM events WHERE month = 'Mar',11836484,125
SELECT * FROM products WHERE category = 'auto',1511331,21
"SELECT * FROM orders WHERE status IN ('delivered', 'cancelled', 'pending')",2910117,31
SELECT COUNT(*) FROM events WHERE month = 'Apr',9036144,85
SELECT * FROM products WHERE category = 'garden',2453016,38
SELECT * FROM products WHERE category = 'books',1608323,31
SELECT COUNT(*) FROM events WHERE month = 'Mar',11607509,126
SELECT * FROM users WHERE id = 50891,912210,20
SELECT * FROM sessions WHERE duration > 9363,4461029,40
"SELECT * FROM users WHERE id IN (860, 946, 471, 622, 541)",1201122,25
"SELECT * FROM users WHERE id IN (37, 116, 61)",1164392,16
SELECT * FROM orders WHERE total > 64612,5987159,62
SELECT * FROM users WHERE id = 96704,821996,14
"SELECT * FROM users WHERE id IN (673, 968, 822, 316)",1215739,20
SELECT * FROM orders WHERE total > 75360,5350953,51
SELECT * FROM users WHERE id = 11434,1114022,26
SELECT COUNT(*) FROM events WHERE month = 'Jan',10774589,111
SELECT * FROM users WHERE id = 5492,992730,14
SELECT * FROM products WHERE category = 'electronics',2243482,29
SELECT * FROM orders WHERE total > 98137,5216469,54
"SELECT * FROM users WHERE id IN (634, 682, 320)",1124021,22
SELECT * FROM users WHERE id = 76980,1067920,10
"SELECT * FROM orders WHERE status IN ('cancelled', 'cancelled')",2735614,23
SELECT COUNT(*) FROM events WHERE month = 'Feb',11758497,124
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2374717,18
SELECT COUNT(*) FROM events WHERE month = 'Jan',9030530,88
SELECT * FROM users WHERE id = 76582,987076,24
SELECT COUNT(*) FROM events WHERE month = 'Feb',10128619,99
SELECT * FROM orders WHERE total > 52566,5484749,50
SELECT * FROM orders WHERE total > 57344,5422928,66
SELECT * FROM sessions WHERE duration > 82759,3743482,35
SELECT * FROM users WHERE id = 65037,1199445,18
SELECT * FROM orders WHERE total > 33270,4961061,51
SELECT * FROM users WHERE id = 4092,1138207,25
SELECT * FROM orders WHERE total > 35462,5754236,61
SELECT * FROM users WHERE id = 56465,812188,10
SELECT COUNT(*) FROM events WHERE month = 'Jun',11630348,131
SELECT * FROM orders WHERE total > 60567,5599467,68
SELECT * FROM orders WHERE total > 64627,5652234,71
SELECT COUNT(*) FROM events WHERE month = 'Jun',9962074,109
SELECT * FROM products WHERE category = 'books',2454848,27
SELECT COUNT(*) FROM events WHERE month = 'Feb',10724494,122
SELECT * FROM orders WHERE total > 99058,4987763,46
SELECT * FROM users WHERE id = 75082,923439,24
SELECT COUNT(*) FROM events WHERE month = 'Mar',11982284,115
SELECT * FROM users WHERE id = 39717,970333,15
SELECT * FROM users WHERE id = 28570,1099297,11
SELECT COUNT(*) FROM events WHERE month = 'Feb',10139311,109
SELECT * FROM users WHERE id = 89904,991071,20
SELECT * FROM orders WHERE total > 19436,4744659,51
SELECT * FROM orders WHERE total > 66825,5069074,50
"SELECT * FROM users WHERE id IN (503, 787)",1082631,19
SELECT * FROM users WHERE id = 70319,946592,20
"SELECT * FROM orders WHERE status IN ('pending', 'shipped', 'delivered', 'pending')",2013667,19
SELECT * FROM orders WHERE total > 15724,5538246,50
SELECT * FROM orders WHERE total > 78826,4172400,53
SELECT * FROM orders WHERE total > 19716,5930049,71
SELECT COUNT(*) FROM events WHERE month = 'Apr',9787313,93
SELECT * FROM products WHERE category = 'electronics',1737988,14
SELECT * FROM users WHERE id = 70669,1077818,8
SELECT * FROM sessions WHERE duration > 70664,3179086,30
SELECT * FROM sessions WHERE duration > 50745,3177598,34
SELECT * FROM orders WHERE total > 96126,4484726,54
SELECT * FROM users WHERE id = 68875,1058640,14
SELECT * FROM products WHERE category = 'electronics',2025204,31
SELECT * FROM orders WHERE total > 83852,5948484,70
SELECT * FROM products WHERE category = 'toys',1628038,31
SELECT * FROM users WHERE id = 8211,1119307,10
SELECT COUNT(*) FROM events WHERE month = 'Feb',11854370,130
SELECT * FROM users WHERE id = 24548,818040,11
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",8941688,90
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2131734,19
SELECT COUNT(*) FROM events WHERE month = 'Jan',10604341,121
SELECT * FROM orders WHERE total > 72417,4211460,38
SELECT * FROM orders WHERE total > 30653,5897634,55
SELECT * FROM products WHERE category = 'toys',2030621,15
SELECT * FROM orders WHERE total > 78001,4446411,45
SELECT * FROM products WHERE category = 'toys',2298036,37
SELECT * FROM products WHERE category = 'books',1999556,25
SELECT * FROM orders WHERE total > 29142,4212273,50
SELECT * FROM products WHERE category = 'garden',2132386,23
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",7448810,74
SELECT * FROM orders WHERE total > 75129,4182168,38
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",8463999,88
SELECT COUNT(*) FROM events WHERE month = 'May',10786444,115
SELECT * FROM users WHERE id = 2094,816996,23
SELECT * FROM users WHERE id = 79118,1074365,7
SELECT * FROM users WHERE id = 73318,884060,9
SELECT * FROM orders WHERE total > 6570,5857507,56
"SELECT * FROM users WHERE id IN (595, 541, 624)",1427517,14
SELECT * FROM orders WHERE total > 86351,4567298,50
SELECT * FROM users WHERE id IN (882),1234073,15
SELECT * FROM sessions WHERE duration > 26497,4748638,57
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2222120,21
SELECT * FROM orders WHERE total > 60536,4958451,49
SELECT * FROM users WHERE id = 23658,889895,10
"SELECT * FROM orders WHERE status IN ('shipped', 'cancelled', 'returned', 'returned')",2550479,34
SELECT * FROM orders WHERE total > 93147,4643106,55
SELECT * FROM orders WHERE total > 87528,4848140,50
SELECT * FROM users WHERE id = 12676,819814,12
SELECT * FROM orders WHERE total > 24666,4562460,56
SELECT COUNT(*) FROM events WHERE month = 'Jan',10237675,105
SELECT * FROM sessions WHERE duration > 35797,3791365,38
SELECT * FROM orders WHERE total > 46593,5338712,48
SELECT * FROM users WHERE id = 15076,1190709,6
"SELECT * FROM users WHERE id IN (663, 95)",1297203,12
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2704949,34
"SELECT * FROM users WHERE id IN (921, 148, 141)",1089115,19
SELECT COUNT(*) FROM events WHERE month = 'Jan',11416393,128
SELECT * FROM orders WHERE total > 21401,4464991,54
SELECT * FROM users WHERE id = 88882,879087,9
SELECT * FROM users WHERE id = 58107,1116371,19
SELECT COUNT(*) FROM events WHERE month = 'May',10151946,107
SELECT COUNT(*) FROM events WHERE month = 'May',9094397,103
SELECT * FROM orders WHERE total > 78620,5024346,61
SELECT * FROM orders WHERE total > 41951,4130217,52
SELECT * FROM users WHERE id = 32227,1171232,17
SELECT * FROM products WHERE category = 'electronics',1644634,15
"SELECT * FROM users WHERE id IN (647, 204, 647, 490, 870)",1364681,8
SELECT * FROM users WHERE id = 65973,1131879,16
SELECT COUNT(*) FROM events WHERE month = 'Jun',10593078,113
SELECT * FROM users WHERE id = 77666,1138606,24
SELECT * FROM users WHERE id = 37436,1070450,15
SELECT * FROM users WHERE id = 63145,1047111,12
SELECT * FROM users WHERE id = 82200,1185949,16
SELECT * FROM orders WHERE total > 76726,5009633,62
SELECT * FROM users WHERE id = 17600,1097035,11
SELECT * FROM users WHERE id = 36510,1028674,8
"SELECT * FROM orders WHERE status IN ('shipped', 'delivered', 'pending')",2454209,32
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",9879889,93
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9429403,97
SELECT * FROM users WHERE id = 46574,1112097,25
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3894721,49
SELECT * FROM users WHERE id = 15100,841288,3
SELECT COUNT(*) FROM events WHERE month = 'Feb',10316549,103
SELECT COUNT(*) FROM events WHERE month = 'Jun',11872254,117
SELECT * FROM orders WHERE total > 38204,5252777,66
SELECT COUNT(*) FROM events WHERE month = 'Jan',11013444,115
"SELECT * FROM orders WHERE status IN ('delivered', 'shipped', 'shipped')",2348460,21
SELECT * FROM orders WHERE total > 41890,5488468,68
SELECT * FROM orders WHERE total > 52741,4238352,50
SELECT * FROM users WHERE id = 78620,1015907,19
SELECT * FROM orders WHERE total > 54103,5265143,50
SELECT COUNT(*) FROM events WHERE month = 'Mar',10497681,104
SELECT * FROM orders WHERE total > 54104,5119349,56
SELECT * FROM users WHERE id = 93297,1079540,13
SELECT * FROM users WHERE id = 65178,1051455,12
SELECT * FROM users WHERE id = 1049,1046091,14
SELECT COUNT(*) FROM events WHERE month = 'May',10960194,109
SELECT * FROM orders WHERE total > 6494,5387951,58
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2226532,37
SELECT * FROM orders WHERE total > 62467,4528582,59
SELECT * FROM users WHERE id IN (279),1273230,24
SELECT * FROM orders WHERE total > 13690,4444624,58
"SELECT * FROM orders WHERE status IN ('cancelled', 'cancelled', 'returned', 'cancelled')",2891480,34
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",8148478,78
SELECT * FROM products WHERE category = 'auto',2151051,36
"SELECT * FROM orders WHERE status IN ('delivered', 'pending', 'shipped')",2237768,31
SELECT * FROM orders WHERE total > 44041,5979444,68
SELECT * FROM orders WHERE total > 90155,5619981,64
SELECT * FROM users WHERE id = 71469,931058,7
SELECT * FROM products WHERE category = 'garden',1951650,21
SELECT * FROM users WHERE id = 88994,1066030,14
SELECT * FROM users WHERE id = 72457,1092563,17
SELECT * FROM users WHERE id = 85626,1088147,11
SELECT COUNT(*) FROM events WHERE month = 'May',10704656,112
SELECT * FROM users WHERE id = 64718,1007059,14
SELECT * FROM users WHERE id = 90551,800055,22
SELECT * FROM users WHERE id = 57271,809541,13
SELECT * FROM users WHERE id = 96020,1027698,24
SELECT * FROM users WHERE id = 9408,1199742,19
SELECT * FROM users WHERE id = 79633,1156148,6
SELECT * FROM users WHERE id = 16513,971677,12
SELECT * FROM orders WHERE total > 5619,4092360,47
"SELECT * FROM orders WHERE status IN ('shipped', 'pending', 'returned', 'pending')",2617409,29
SELECT COUNT(*) FROM events WHERE month = 'Feb',11855540,114
"SELECT * FROM orders WHERE status IN ('returned', 'shipped', 'cancelled')",2857080,37
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2039681,16
SELECT * FROM users WHERE id IN (411),1053263,15
SELECT COUNT(*) FROM events WHERE month = 'Mar',9696895,93
SELECT * FROM orders WHERE total > 77453,5651866,70
SELECT * FROM users WHERE id = 93491,809329,19
SELECT * FROM users WHERE id = 8039,1117911,21
SELECT * FROM orders WHERE total > 53278,5823164,73
SELECT * FROM users WHERE id = 89728,974040,4
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3730560,38
SELECT * FROM orders WHERE total > 38995,4565721,41
SELECT * FROM users WHERE id = 43215,1047990,17
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2730085,42
SELECT COUNT(*) FROM events WHERE month = 'Apr',10476356,112
SELECT * FROM orders WHERE total > 22497,5132132,57
SELECT * FROM users WHERE id = 23018,1164757,24
SELECT * FROM users WHERE id = 5560,872847,10
SELECT COUNT(*) FROM events WHERE month = 'May',11452719,119
SELECT * FROM users WHERE id = 33209,916764,10
SELECT * FROM orders WHERE total > 72124,5313924,49
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",7799986,87
SELECT * FROM sessions WHERE duration > 35748,4881334,61
SELECT * FROM orders WHERE total > 51287,5732381,70
SELECT * FROM users WHERE id = 3837,1061740,15
SELECT * FROM orders WHERE total > 97922,4048864,43
SELECT * FROM products WHERE category = 'toys',2430087,30
"SELECT * FROM orders WHERE status IN ('shipped', 'delivered', 'delivered')",2215782,22
SELECT * FROM users WHERE id = 73107,964976,8
SELECT COUNT(*) FROM events WHERE month = 'Feb',10695994,119
SELECT * FROM users WHERE id = 49712,1091727,10
SELECT * FROM orders WHERE total > 78643,5839153,60
SELECT * FROM orders WHERE total > 79468,5203008,52
SELECT * FROM users WHERE id = 19465,808262,9
SELECT * FROM users WHERE id = 1197,806640,12
SELECT * FROM orders WHERE total > 9290,5275412,47
SELECT COUNT(*) FROM events WHERE month = 'May',11587596,125
SELECT * FROM users WHERE id = 58794,1089346,19
"SELECT * FROM users WHERE id IN (403, 247)",1152883,17
SELECT COUNT(*) FROM events WHERE month = 'May',9438542,96
SELECT * FROM users WHERE id = 68209,1184205,16
SELECT * FROM orders WHERE total > 74655,4352583,55
SELECT * FROM users WHERE id = 50668,956830,15
SELECT * FROM orders WHERE total > 72658,4065522,52
SELECT * FROM orders WHERE total > 59653,5714092,64
SELECT * FROM users WHERE id = 91917,882588,14
SELECT * FROM orders WHERE total > 3409,4726374,46
SELECT * FROM orders WHERE total > 90297,5422545,64
SELECT * FROM orders WHERE status IN ('shipped'),2614195,32
SELECT * FROM users WHERE id = 67427,1012885,9
"SELECT * FROM orders WHERE status IN ('returned', 'shipped', 'returned', 'pending')",2229299,26
SELECT * FROM users WHERE id = 24151,995369,23
SELECT * FROM orders WHERE total > 50276,5314826,65
SELECT * FROM users WHERE id = 26606,917397,6
SELECT * FROM orders WHERE total > 69649,4111127,44
SELECT * FROM orders WHERE total > 76324,5596326,67
SELECT * FROM orders WHERE total > 71279,5251266,54
SELECT * FROM orders WHERE total > 27988,5443821,63
SELECT * FROM orders WHERE total > 17447,4103784,39
SELECT * FROM products WHERE category = 'books',2281896,24
SELECT * FROM orders WHERE total > 40615,5980080,58
SELECT * FROM users WHERE id = 90641,909745,17
SELECT * FROM orders WHERE total > 12883,5605502,53
SELECT * FROM orders WHERE total > 31079,5223805,59
"SELECT * FROM users WHERE id IN (812, 796)",1463447,9
SELECT * FROM users WHERE id = 89107,989866,15
SELECT * FROM users WHERE id = 19549,855607,14
SELECT * FROM products WHERE category = 'toys',1507463,10
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",7992259,84
SELECT * FROM users WHERE id = 62157,926492,20
SELECT * FROM products WHERE category = 'garden',2489559,31
SELECT * FROM products WHERE category = 'auto',2204169,31
SELECT * FROM orders WHERE total > 46956,5591652,53
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3724837,46
SELECT * FROM orders WHERE total > 44413,4957102,48
SELECT * FROM users WHERE id = 4992,1036172,5
SELECT * FROM users WHERE id = 83517,841727,13
SELECT * FROM users WHERE id = 7985,949865,23
SELECT * FROM users WHERE id = 82562,826229,20
SELECT COUNT(*) FROM events WHERE month = 'Apr',10563237,100
SELECT * FROM orders WHERE total > 98134,5318896,65
SELECT * FROM users WHERE id = 3093,1179846,18
SELECT * FROM orders WHERE total > 92371,4702014,50
SELECT * FROM users WHERE id = 75203,1066048,24
"SELECT * FROM users WHERE id IN (926, 228, 671)",1067579,9
SELECT COUNT(*) FROM events WHERE month = 'Feb',10687225,105
SELECT * FROM orders WHERE total > 28677,5953804,67
"SELECT * FROM users WHERE id IN (553, 433, 976)",1009298,9
SELECT COUNT(*) FROM events WHERE month = 'May',10411620,109
SELECT * FROM users WHERE id = 85726,994851,20
SELECT COUNT(*) FROM events WHERE month = 'Mar',11480429,126
SELECT * FROM users WHERE id = 14945,930450,9
SELECT * FROM products WHERE category = 'electronics',1776633,13
SELECT * FROM users WHERE id = 38588,839866,7
SELECT * FROM users WHERE id = 80156,1195936,7
SELECT * FROM users WHERE id = 49900,1039213,20
"SELECT * FROM users WHERE id IN (380, 714, 973, 770, 12)",1465827,21
SELECT * FROM users WHERE id = 56592,1181973,11
"SELECT * FROM orders WHERE status IN ('delivered', 'delivered', 'cancelled')",2539232,37
SELECT * FROM orders WHERE total > 18864,5728894,66
SELECT * FROM products WHERE category = 'toys',2045640,21
SELECT COUNT(*) FROM events WHERE month = 'Feb',11762444,130
SELECT * FROM users WHERE id = 50761,1193649,8
SELECT * FROM users WHERE id = 30033,1027491,25
SELECT * FROM orders WHERE total > 6102,5647587,63
SELECT * FROM users WHERE id = 97807,1116342,17
SELECT * FROM users WHERE id = 27061,990260,21
SELECT * FROM users WHERE id = 72676,1036531,16
SELECT * FROM sessions WHERE duration > 70427,3042206,32
SELECT COUNT(*) FROM events WHERE month = 'Mar',9778684,108
"SELECT * FROM users WHERE id IN (77, 506, 791)",1138426,25
SELECT * FROM orders WHERE total > 52117,4987048,53
"SELECT * FROM users WHERE id IN (21, 375, 110)",1356426,25
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3799320,38
"SELECT * FROM users WHERE id IN (234, 344, 839, 341, 708)",1301046,16
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2364759,19
SELECT COUNT(*) FROM events WHERE month = 'Jan',9907592,108
SELECT * FROM orders WHERE total > 65397,5753224,56
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2699319,23
SELECT * FROM users WHERE id = 89230,1194125,22
SELECT COUNT(*) FROM events WHERE month = 'Apr',10705031,108
SELECT * FROM users WHERE id = 65055,932699,23
SELECT * FROM users WHERE id = 51266,1030614,13
SELECT * FROM users WHERE id = 51309,961524,15
"SELECT * FROM users WHERE id IN (852, 884, 679, 606)",1382617,27
SELECT * FROM orders WHERE total > 2841,5889549,73
SELECT * FROM orders WHERE total > 16424,5149137,55
SELECT * FROM users WHERE id = 48160,909183,12
SELECT * FROM users WHERE id = 66491,1012844,7
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3389791,46
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",3659821,46
SELECT COUNT(*) FROM events WHERE month = 'Feb',10319025,105
SELECT * FROM users WHERE id = 49533,1080934,22
SELECT COUNT(*) FROM events WHERE month = 'May',11075634,121
SELECT COUNT(*) FROM events WHERE month = 'Jun',11717217,122
SELECT * FROM users WHERE id = 90495,984329,18
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3089895,45
SELECT * FROM orders WHERE total > 32089,4504042,58
SELECT * FROM users WHERE id = 42842,889081,19
SELECT * FROM products WHERE category = 'electronics',1897833,24
SELECT * FROM users WHERE id = 2921,1123907,18
SELECT * FROM users WHERE id = 81913,917258,16
SELECT * FROM users WHERE id = 10346,1195836,13
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",3918471,37
SELECT * FROM orders WHERE status IN ('pending'),2788345,24
SELECT * FROM users WHERE id = 46095,808119,9
SELECT COUNT(*) FROM events WHERE month = 'Jun',11081587,118
SELECT * FROM orders WHERE total > 94220,5591558,70
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2518753,26
SELECT COUNT(*) FROM events WHERE month = 'May',11873652,120
SELECT * FROM users WHERE id = 91972,883464,11
SELECT * FROM users WHERE id = 8288,862049,3
SELECT * FROM users WHERE id = 35845,1043486,5
SELECT * FROM orders WHERE total > 44604,5051544,55
SELECT * FROM sessions WHERE duration > 32396,4032476,37
"SELECT * FROM orders WHERE status IN ('pending', 'returned', 'pending')",2916212,38
SELECT * FROM users WHERE id = 7747,1055894,21
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2056525,27
SELECT * FROM users WHERE id = 47727,818555,7
SELECT * FROM users WHERE id = 23628,943660,5
SELECT COUNT(*) FROM events WHERE month = 'Feb',10554744,102
SELECT COUNT(*) FROM events WHERE month = 'Feb',9140882,105
SELECT * FROM users WHERE id = 10872,926639,9
SELECT * FROM orders WHERE total > 24801,5842092,57
SELECT * FROM users WHERE id = 61306,1129371,7
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",3152975,34
SELECT * FROM users WHERE id = 41357,846409,15
SELECT * FROM orders WHERE total > 28649,5472062,57
"SELECT * FROM users WHERE id IN (342, 495)",1154394,25
"SELECT * FROM users WHERE id IN (155, 133, 468)",1046625,23
SELECT * FROM orders WHERE total > 71116,5633652,62
SELECT * FROM users WHERE id = 99154,905541,17
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",2464473,34
SELECT * FROM orders WHERE total > 71780,5842783,68
"SELECT * FROM users WHERE id IN (416, 832, 833)",1010729,14
SELECT * FROM orders WHERE total > 18638,5145146,66
SELECT * FROM orders WHERE total > 15742,5049060,45
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",8584153,98
SELECT * FROM orders WHERE total > 47237,5279289,63
SELECT * FROM users WHERE id = 27999,885193,15
SELECT * FROM orders WHERE total > 54432,5322825,62
SELECT COUNT(*) FROM events WHERE month = 'Jan',9093772,85
SELECT * FROM products WHERE category = 'electronics',2211918,22
SELECT * FROM orders WHERE total > 29034,5055864,64
SELECT * FROM products WHERE category = 'garden',2373256,27
SELECT COUNT(*) FROM events WHERE month = 'Apr',10661115,111
SELECT * FROM users WHERE id = 48123,1143756,17
SELECT * FROM users WHERE id = 27147,960839,24
SELECT * FROM users WHERE id = 10129,1093828,8
SELECT * FROM products WHERE category = 'books',1715632,28
SELECT * FROM orders WHERE total > 21420,4765784,60
SELECT COUNT(*) FROM events WHERE month = 'Mar',9574735,93
"SELECT * FROM users WHERE id IN (392, 991)",1052797,14
SELECT * FROM users WHERE id = 47346,1008927,5
SELECT * FROM users WHERE id = 79671,1119221,26
"SELECT * FROM users WHERE id IN (159, 792, 424, 772)",1481258,23
SELECT * FROM orders WHERE total > 76106,4437948,55
SELECT * FROM orders WHERE total > 39717,5852445,70
SELECT * FROM orders WHERE total > 48826,4295290,49
SELECT * FROM products WHERE category = 'garden',1948644,28
"SELECT * FROM users WHERE id IN (15, 204, 555, 867)",1373014,11
SELECT * FROM users WHERE id = 82803,892292,5
SELECT * FROM users WHERE id = 63917,1060923,16
SELECT * FROM users WHERE id = 77554,1004114,18
"SELECT * FROM users WHERE id IN (150, 851, 830, 364, 75)",1064991,15
SELECT * FROM users WHERE id = 46789,1081959,7
SELECT * FROM users WHERE id = 53514,1117065,13
"SELECT user_id, SUM(total) FROM orders WHERE region = 'books' GROUP BY user_id",9975066,102
